,username,user_id,user_watching,user_completed,user_onhold,user_dropped,user_plantowatch,user_days_spent_watching,gender,location,birth_date,access_rank,join_date,last_online,stats_mean_score,stats_rewatched,stats_episodes,join_year,age
15617,pedosaurus,66946,4,5,0,2,4,3.2444444444444445,Female,WA,1991-05-30,,2008-06-08 00:00:00,2008-06-25 03:33:00,7.82,0.0,196,2008,30.407403351221117
69638,sanata50lbsb,2889697,1,81,0,0,55,21.59027777777778,Male,CA,1997-03-31,,2013-07-17 00:00:00,2018-01-01 21:12:33,7.16,60.0,1298,2013,24.570145657649764
16006,deandre_nickens,197812,8,163,0,2,69,31.07847222222222,Male,CA,1990-09-30,,2009-06-23 00:00:00,2018-05-18 23:39:51,6.34,0.0,1890,2009,31.069981382104917
99801,Ashlibithia,4885462,4,32,7,5,37,13.538194444444445,Female,MO,1988-08-18,,2015-09-19 00:00:00,2018-03-21 22:58:49,7.54,0.0,826,2015,33.186397984886646
64136,Ikagai,1295265,104,171,56,30,107,64.57638888888889,Male,TX,1993-03-30,,2012-05-09 00:00:00,2018-05-05 19:50:19,8.04,10.0,3803,2012,28.572993100427116
10731,Kitsparrow15,1109773,5,33,4,8,5,15.23263888888889,Female,CA,1996-07-28,,2012-01-18 00:00:00,2012-03-25 01:15:00,7.92,73.0,991,2012,25.243675391523382
82358,Yuki_Sai,1118113,1,38,4,0,0,32.397222222222226,Female,CA,1991-10-09,,2012-01-24 00:00:00,2012-01-31 19:13:00,8.65,0.0,1969,2012,30.045997152557224
95164,cornivious,3920821,14,141,16,5,262,31.320833333333333,Male,TX,1993-09-30,,2014-07-12 00:00:00,2018-05-23 23:48:11,8.3,0.0,2004,2014,28.06921476289563
52910,ChibiMyungsoo,4018109,11,553,4,12,62,212.78541666666663,Female,TN,1993-10-02,,2014-08-14 00:00:00,2018-01-23 17:21:33,6.41,0.0,13268,2014,28.063738911400723
62399,Gesthar,4627983,39,99,15,4,33,28.591666666666665,Male,MO,1987-03-08,,2015-05-21 00:00:00,2018-05-17 08:13:41,7.63,0.0,1688,2015,34.63476070528967
101254,Roka,265028,7,9,0,0,5,5.917361111111111,Male,MN,1989-10-14,,2009-12-02 00:00:00,2013-06-24 23:28:00,8.45,0.0,351,2009,32.030993319461174
1938,Satisfire,1734479,95,618,32,16,127,229.5929398148148,Male,CA,1994-04-30,,2012-11-06 00:00:00,2017-10-06 07:46:29,7.6,0.0,14094,2012,27.48877450443544
32951,MikelAL93,1195073,81,279,15,0,299,62.31736111111111,Male,OK,1993-01-24,,2012-03-12 00:00:00,2018-05-19 16:44:42,8.19,5.0,3848,2012,28.75095827401161
55340,Tokui,3964571,18,187,26,8,88,45.65370370370371,Male,IL,1997-02-02,,2014-07-26 00:00:00,2018-01-09 00:06:01,7.96,3.0,2774,2014,24.72620742525463
36030,Sasuraika,198768,28,129,23,10,20,61.15277777777778,Male,OH,1991-04-08,,2009-06-25 00:00:00,2017-03-06 09:43:07,7.85,24.0,3644,2009,30.54977549008871
36089,ProfessorWalrus,143652,0,316,0,122,38,81.75486111111111,Male,KS,1989-07-06,,2009-01-27 00:00:00,2017-04-25 02:43:55,7.09,0.0,4919,2009,32.304785894206546
52294,JoshWasTaken,785183,2,18,0,0,15,8.810416666666667,Male,NJ,1990-12-14,,2011-10-20 00:00:00,2016-08-16 15:54:00,7.61,0.0,541,2011,30.86463695104589
7636,DeliriousPanda,372459,5,404,2,14,7,187.36527777777775,Male,MN,1990-05-09,,2010-08-20 00:00:00,2014-08-18 20:25:43,7.98,12.0,11157,2010,31.464242689738253
28973,vik1piece,104998,1,6,2,3,1,10.255555555555556,Male,CT,1991-11-02,,2008-10-14 00:00:00,2008-12-23 11:15:00,7.42,0.0,620,2008,29.980286934618334
56518,Dragoness57,28992,8,149,11,20,15,58.425,Female,CA,1990-06-14,,2008-01-01 00:00:00,2014-09-19 09:34:00,8.23,104.0,3456,2008,31.36567736282992
88727,sewdisney,2810581,5,51,15,3,67,28.22013888888889,Female,GA,1986-08-28,,2013-07-03 00:00:00,2016-01-10 11:17:26,8.18,12.0,1667,2013,35.16044244880079
7292,Shar,28037,19,377,10,9,11,94.0111111111111,Female,TX,1986-07-19,,2007-12-27 00:00:00,2018-05-03 06:22:32,7.09,31.0,5596,2007,35.26995947869894
58423,aaimz14,9156,170,409,0,0,154,154.90833333333333,Female,NY,1989-09-10,,2007-08-01 00:00:00,2015-12-20 21:33:00,8.07,21.0,9360,2007,32.1240827948746
56691,Icy_Auron,197799,1,151,4,25,12,61.34791666666667,Male,OH,1990-11-04,,2009-06-23 00:00:00,2018-05-16 18:07:18,7.91,22.0,3610,2009,30.97415398094404
68856,Avakar,207260,11,414,7,4,9,97.48333333333332,Male,TN,1982-02-26,,2009-07-13 00:00:00,2010-11-08 14:33:00,7.52,1325.0,5685,2009,39.66159237761472
64566,sofar2fall,74357,16,92,0,0,97,34.18680555555556,Female,NV,1991-09-18,,2008-07-06 00:00:00,2013-07-14 15:02:00,0.0,0.0,2024,2008,30.103493593253752
14094,meepdog,3324593,6,80,37,2,39,20.56805555555556,Male,OH,1997-05-23,,2013-11-08 00:00:00,2017-10-16 07:36:00,7.88,0.0,1303,2013,24.425035593034718
45915,JimsterG,297575,8,318,0,0,19,142.92777777777778,Male,TX,1996-04-23,,2010-02-22 00:00:00,2014-07-20 17:49:00,8.37,0.0,8590,2010,25.50651626327894
757,catsmack,512301,4,36,1,0,2,12.384722222222225,Male,PA,1991-11-29,,2011-07-13 00:00:00,2011-08-01 21:54:00,7.73,3.0,736,2011,29.906362939437084
58744,kei1818,47422,11,53,0,0,4,27.625694444444445,Male,PA,1988-01-05,,2008-04-02 00:00:00,2009-01-25 20:52:00,8.0,130.0,1605,2008,33.80516920381119
103602,Vianca,272848,1,3,1,0,4,1.1993055555555556,Female,CA,1992-06-27,,2009-12-22 00:00:00,2012-07-20 13:35:00,8.25,2.0,111,2009,29.328660606724345
86982,GreenTeaAndCigs,1308883,19,106,0,0,12,64.61180555555555,Male,CA,1993-02-08,,2012-05-19 00:00:00,2012-10-02 21:34:00,9.03,0.0,3815,2012,28.7098893877998
56764,narrot,47759,33,215,0,3,20,80.82291666666667,Male,CA,1988-02-22,,2008-04-04 00:00:00,2015-03-23 02:07:00,8.4,0.0,4799,2008,33.67374876793341
79134,Shoob,1118857,0,241,8,8,8,90.5875,Male,CA,1990-05-20,,2012-01-25 00:00:00,2017-11-26 04:53:18,7.74,0.0,5325,2012,31.434125506516263
99069,ANokia,4878628,20,199,3,7,142,48.48680555555556,Male,KS,1997-06-18,,2015-09-16 00:00:00,2018-04-19 19:13:05,8.39,27.0,2952,2015,24.35384952360092
71989,Iam_Jermaine,4360143,5,113,1,2,15,40.74583333333333,Male,LA,1993-10-31,,2014-12-29 00:00:00,2018-05-21 11:54:13,7.48,0.0,2447,2014,27.984339064724566
35926,vaberella,115990,23,21,72,1,70,9.964583333333334,Female,NY,1980-06-19,,2008-11-20 00:00:00,2017-01-08 19:26:22,7.41,26.0,570,2008,41.35089256379367
27458,Boto_lava,3669659,1,163,24,21,34,44.86180555555556,Male,HI,1998-09-10,,2014-03-31 00:00:00,2017-10-26 19:13:24,8.22,0.0,2689,2014,23.124520862994196
1044,mattering,78706,21,275,0,4,45,75.86527777777778,Male,CA,1994-10-18,,2008-07-22 00:00:00,2018-05-18 05:11:32,9.31,0.0,4626,2008,27.02058920162085
11185,MamaSasaki,6034240,5,859,18,17,337,98.66729166666666,Male,CO,1998-06-14,,2017-02-06 00:00:00,2018-05-13 22:27:00,5.75,0.0,6071,2017,23.365458328770124
35528,Troopmind,3201607,7,96,3,14,9,10.158333333333331,Male,TX,1997-07-07,,2013-09-28 00:00:00,2015-12-16 20:44:57,7.94,0.0,506,2013,24.3018289343993
105629,Versys,6906311,49,84,15,17,299,25.03472222222222,Male,CO,1998-05-17,,2018-01-18 00:00:00,2018-05-15 07:18:53,8.0,2.0,1499,2018,23.442120249698828
32078,DOOMLover21,107784,12,35,10,14,11,7.063194444444444,Female,NJ,1988-02-21,,2008-10-23 00:00:00,2016-10-04 20:14:00,6.92,88.0,379,2008,33.676486693680864
3723,Ramenhead,1314993,4,39,0,0,2,50.01041666666666,Male,CA,1993-10-02,,2012-05-23 00:00:00,2013-11-06 19:11:00,9.0,26.0,3016,2012,28.063738911400723
84977,Argozex77,5000720,8,125,0,0,9,71.86736111111111,Male,FL,1988-04-11,,2015-11-18 00:00:00,2016-07-04 06:21:00,8.37,0.0,4325,2015,33.53959040630818
65108,erickizcool,118014,9,294,1,6,4,80.60208333333334,Male,TX,1987-01-15,,2008-11-26 00:00:00,2016-07-31 19:13:00,7.03,0.0,4886,2008,34.777132844157265
81425,moshimoshikitty,3314819,10,46,1,4,8,14.623611111111112,Male,CO,1999-09-03,,2013-11-03 00:00:00,2017-02-22 18:51:00,9.25,19.0,928,2013,22.14434344540576
62790,closedwing,4945930,12,43,0,0,0,18.09375,Female,MD,1990-05-15,,2015-10-20 00:00:00,2015-10-26 05:48:00,8.57,0.0,1066,2015,31.44781513525353
48349,ShukiAi,8893,15,81,8,11,0,38.18819444444444,Female,GA,1984-07-28,,2007-07-30 00:00:00,2016-06-04 21:48:00,7.84,16.0,2302,2007,37.24400394261308
15100,greykitsune,444154,65,147,1,7,6,51.23888888888889,Male,CA,1993-06-17,,2011-02-03 00:00:00,2017-12-16 01:15:00,7.92,0.0,3095,2011,28.356696966378273
103911,StiltsOutLoud,1076981,118,718,32,48,292,131.57986111111111,Male,TX,1986-12-08,,2011-12-27 00:00:00,2018-05-21 08:02:08,0.0,0.0,8436,2011,34.88117402256051
23336,Nibbl3z,4673620,11,73,2,1,30,32.56111111111111,Male,MO,2000-05-19,,2015-06-13 00:00:00,2018-04-18 00:22:22,7.56,10.0,2009,2015,21.435220676815245
1229,Lzwaker,256858,13,86,3,1,17,42.89305555555556,Male,PA,1993-04-28,,2009-11-09 00:00:00,2012-09-22 20:22:00,8.47,11.0,2611,2009,28.49359325375096
43089,ZombieFu,223471,8,121,12,16,22,46.09930555555555,Female,CA,1987-03-12,,2009-08-20 00:00:00,2013-07-22 17:37:00,7.4,0.0,2726,2009,34.62380900229986
17690,PatrickShort,1367347,3,0,0,0,0,0.5333333333333333,Male,PA,1992-01-28,,2012-06-27 00:00:00,2012-07-11 15:58:00,8.0,0.0,32,2012,29.74208739458986
43897,neko80,106032,2,83,15,15,69,24.16180555555556,Female,SC,1980-09-24,,2008-10-17 00:00:00,2018-02-07 15:10:20,6.7,43.0,1338,2008,41.08531376629066
66402,Handshakeguy,1179411,5,82,0,0,23,26.99652777777778,Male,KY,1995-06-01,,2012-03-03 00:00:00,2016-03-05 14:22:00,7.7,4.0,1577,2012,26.401817982696308
50587,HoochieMaCoochie,3335803,82,228,6,18,54,54.35138888888889,Male,CA,1996-03-25,,2013-11-13 00:00:00,2017-12-29 09:37:19,6.99,5.0,3281,2013,25.585916109955097
48979,Del,393587,22,874,56,141,216,187.06865740740744,Male,NY,1994-11-24,,2010-10-09 00:00:00,2018-05-16 20:33:44,5.53,25.0,11761,2010,26.919285948965065
91880,Hetlan,1980322,19,43,13,6,10,22.34027777777778,Male,MN,1993-04-23,,2013-01-02 00:00:00,2015-05-01 10:59:00,7.36,11.0,1400,2013,28.507282882488227
16384,dubird,8223,3,60,3,2,2,20.84513888888889,Female,TX,1978-07-23,,2007-07-23 00:00:00,2015-08-27 18:57:00,7.24,40.0,1229,2007,43.25922680976892
33920,Fantaisie-Triste,246964,4,53,22,6,8,21.136805555555554,Female,IL,1989-06-21,,2009-10-15 00:00:00,2011-08-27 14:16:00,8.16,21.0,1233,2009,32.34585478041836
16280,therubicon,706,5,81,10,11,215,18.61111111111111,Male,DE,1990-01-09,,2006-08-28 00:00:00,2018-04-25 03:12:26,7.08,17.0,1085,2006,31.792793779432703
51803,KymberAWachholtz,683563,1,7,0,0,0,3.001388888888889,Female,CA,1994-05-10,,2011-10-02 00:00:00,2012-09-04 15:54:00,8.4,0.0,181,2011,27.4613952469609
66397,tsuchiro,79050,18,62,2,1,5,20.46736111111111,Male,CA,1986-07-07,,2008-07-23 00:00:00,2010-12-14 17:05:00,0.0,0.0,1215,2008,35.30281458766838
96617,Bayuga,3283471,1,36,0,2,2,21.7625,Male,OH,1997-01-17,,2013-10-23 00:00:00,2013-10-27 01:13:00,8.74,0.0,1290,2013,24.770014237213886
12013,JuiceOnTheLoose,1096241,32,247,8,10,412,45.47222222222222,Female,SD,1993-10-08,,2012-01-09 00:00:00,2017-10-27 07:37:00,7.09,17.0,2701,2012,28.047311356916
49028,Devyntius,1774813,2,208,32,9,314,47.15069444444445,Male,FL,1996-04-16,,2012-11-15 00:00:00,2017-04-02 03:28:14,5.35,0.0,2910,2012,25.525681743511115
54869,MasamuneMarth,2622853,2,47,1,0,141,23.323611111111116,Male,NY,1985-10-14,,2013-05-26 00:00:00,2017-12-19 01:24:25,8.33,0.0,1380,2013,36.03110283649107
4429,KhaosGuard,1045397,4,77,0,0,55,26.259027777777774,Male,CA,1985-11-13,,2011-12-06 00:00:00,2015-12-09 14:28:00,8.62,3.0,1538,2011,35.948965064067465
97000,Ardenn,6642744,14,36,5,0,65,8.065972222222221,Male,MO,1998-04-29,,2017-10-19 00:00:00,2018-05-17 22:15:03,8.09,8.0,541,2017,23.491402913152996
34953,VerdantBrave,163053,12,103,3,18,0,31.813194444444445,Male,CA,1989-10-08,,2009-03-25 00:00:00,2011-05-30 21:59:00,7.5,0.0,1859,2009,32.047420873945896
87842,CopaHaze,4079911,1,40,1,5,18,7.9625,Male,CA,1996-06-20,,2014-09-07 00:00:00,2016-04-07 23:52:00,7.55,0.0,452,2014,25.347716569926625
87068,NovelGravy,2515357,6,137,21,15,30,29.35972222222222,Male,IN,1995-01-13,,2013-05-02 00:00:00,2018-05-17 02:55:05,10.0,0.0,1650,2013,26.78238966159238
103248,DoucheBaggins,112189,0,82,7,9,20,44.69583333333333,Male,NY,1990-06-10,,2008-11-07 00:00:00,2013-11-05 19:40:00,8.27,5.0,2700,2008,31.376629065819735
49837,2010_Is_God,1245081,8,107,0,5,1,69.34027777777777,Male,MN,1992-06-13,,2012-04-11 00:00:00,2012-09-29 00:38:00,8.5,0.0,4215,2012,29.3669915671887
81443,-Yunomi-,4913698,14,30,1,0,119,15.11736111111111,Male,CA,1997-10-28,,2015-10-03 00:00:00,2018-05-05 05:22:30,8.56,0.0,895,2015,23.992443324937028
108155,Terrencify,1170737,7,34,6,0,3,24.509722222222223,Male,MS,1996-03-02,,2012-02-26 00:00:00,2018-02-20 03:58:59,8.98,3.0,1465,2012,25.648888402146532
72023,Mockerbad,4399949,12,108,4,31,0,38.83263888888889,Male,AZ,1985-06-17,,2015-01-09 00:00:00,2017-11-04 23:52:00,7.19,0.0,2364,2015,36.35691600043807
36413,Wolfdusk,60377,1,28,1,0,14,15.715972222222222,Female,TX,1990-01-20,,2008-05-14 00:00:00,2014-04-20 18:47:00,7.42,12.0,942,2008,31.76267659621071
43959,kittykam,1399229,0,39,3,5,12,27.270138888888887,Female,FL,1988-09-15,,2012-07-15 00:00:00,2012-07-19 13:44:00,8.09,82.0,1637,2012,33.109736063957946
6971,moggthegob,346005,1,588,6,39,33,146.51319444444445,Male,NC,1988-07-07,,2010-06-24 00:00:00,2016-10-09 02:33:00,7.71,0.0,9010,2010,33.301390866279704
64525,LolGir209,18539,12,38,13,16,9,30.853472222222223,Female,CA,1989-05-08,,2007-10-23 00:00:00,2015-03-16 04:05:00,8.31,22.0,1840,2007,32.46632351330632
15664,brobog,19245,1,60,0,0,1,22.540972222222223,Male,CA,1985-04-15,,2007-10-29 00:00:00,2009-07-20 02:07:00,8.56,13.0,1299,2007,36.52940532252765
88018,cchhunter,497548,17,146,62,17,52,44.043055555555554,Male,VA,1983-03-19,,2011-06-11 00:00:00,2016-06-22 04:58:00,7.41,85.0,2537,2011,38.60475303909758
10322,Aerolen,1225207,72,602,21,31,154,113.67013888888889,Male,TX,1973-07-12,,2012-04-01 00:00:00,2018-04-02 22:26:15,7.63,0.0,7249,2012,48.28879640784142
52,Kaolla,4266,3,92,2,10,5,30.16875,Male,OR,1994-09-11,,2007-05-14 00:00:00,2018-04-02 05:54:09,7.88,65.0,1785,2007,27.12189245427664
87696,Zero1990,1472291,35,631,39,84,79,129.67083333333332,Male,NC,1990-05-23,,2012-08-22 00:00:00,2018-05-15 21:59:56,6.75,33.0,8281,2012,31.425911729273903
17539,3ddgarr,4648814,11,45,3,1,37,21.566666666666663,Male,CA,1990-07-26,,2015-06-01 00:00:00,2017-06-28 19:46:12,7.93,0.0,1307,2015,31.250684481436863
25956,Pride_Yukari,465492,3,20,2,0,6,7.428472222222222,Male,IL,1992-09-26,,2011-03-24 00:00:00,2012-07-21 06:29:00,8.85,5.0,459,2011,29.079509363706055
33225,funeralopolis,360898,2,26,2,0,8,8.86736111111111,Female,FL,1991-11-09,,2010-07-26 00:00:00,2011-03-28 10:50:00,9.0,0.0,492,2010,29.961121454386156
57308,Max1468,604075,5,5,1,0,0,2.404166666666667,Female,NY,1996-08-01,,2011-09-18 00:00:00,2014-06-22 20:31:00,10.0,0.0,146,2011,25.232723688533568
86486,MoLo28,251849,1,54,1,3,10,15.547916666666667,Female,NY,1995-08-10,,2009-10-27 00:00:00,2017-12-02 17:35:00,9.02,52.0,938,2009,26.210163180374547
77615,Full777Metal,274491,20,151,18,3,149,28.444444444444443,Male,NY,1989-02-18,,2009-12-27 00:00:00,2017-07-19 11:34:00,8.33,110.0,1690,2009,32.68261964735516
92701,iwuvanimals101,4813977,22,119,16,9,318,21.54548611111111,Female,CA,2001-01-10,,2015-08-14 00:00:00,2018-04-03 22:13:36,7.46,0.0,1494,2015,20.789070200416166
96452,Silvermeow,4624686,3,176,0,6,4,80.13263888888889,Male,MI,1995-04-21,,2015-05-19 00:00:00,2018-04-29 01:43:28,7.24,0.0,4795,2015,26.51407293834191
99348,Steelstrike,154140,6,74,0,5,0,31.660416666666663,Female,KS,1989-01-08,,2009-02-26 00:00:00,2017-01-20 14:49:00,8.12,2.0,1858,2009,32.794874603000764
6678,Bosuse,2120,3,14,4,0,0,9.4875,Male,FL,1987-02-13,,2007-02-24 00:00:00,2014-11-15 13:53:00,8.94,0.0,570,2007,34.69773299748111
50281,snake7419,1113059,30,294,0,24,56,95.67986111111112,Male,AZ,1992-11-02,,2012-01-21 00:00:00,2018-04-22 09:00:55,6.95,0.0,5731,2012,28.97820611105027
67050,weimingden,134619,5,77,0,0,0,34.60625,Male,CO,1994-08-05,,2009-01-13 00:00:00,2015-08-24 20:24:00,8.18,0.0,2084,2009,27.22319570693243
17638,Eikou,1993638,6,302,4,0,46,84.06180555555555,Male,HI,1997-01-23,,2013-01-05 00:00:00,2018-04-13 15:55:26,7.54,2.0,5108,2013,24.753586682729164
44759,twistedLemon,216240,14,581,90,17,31,214.14236111111111,Female,FL,1993-04-16,,2009-08-04 00:00:00,2018-05-20 02:21:42,7.48,0.0,12852,2009,28.5264483627204
71443,BlacRyu,216160,4,68,15,6,48,31.56111111111111,Male,CA,1988-05-23,,2009-08-04 00:00:00,2018-04-10 07:44:49,8.67,1.0,1807,2009,33.42459752491512
45588,catiegragg,3917163,8,70,3,18,58,18.44236111111111,Female,KY,1995-08-05,,2014-07-11 00:00:00,2017-07-18 20:55:00,8.24,15.0,1057,2014,26.22385280911182
96471,sanzypanzy,3290421,24,89,1,0,62,25.675,Female,KY,1992-06-11,,2013-10-24 00:00:00,2018-01-30 06:06:20,8.8,114.0,1520,2013,29.372467418683605
39442,linoleumxx,695,1,84,8,2,33,24.915972222222223,Male,NJ,1989-10-03,,2006-08-28 00:00:00,2018-05-13 02:33:00,8.01,50.0,1373,2006,32.061110502683164
37402,airowin,45841,3,12,0,0,1,2.8694444444444445,Female,VA,1990-12-15,,2008-03-26 00:00:00,2010-05-13 10:46:00,8.6,0.0,155,2008,30.861899025298435
9079,minizaka,93197,21,500,4,0,36,143.51458333333332,Male,CA,1991-06-25,,2008-09-08 00:00:00,2015-04-26 13:39:00,7.22,0.0,8547,2008,30.336217281787317
72166,celtic_rocks03,234050,7,25,1,0,31,10.73125,Male,IN,1982-12-05,,2009-09-14 00:00:00,2018-05-07 00:50:14,9.44,0.0,651,2009,38.88949731683277
24605,ookiichan,1125451,9,483,991,459,24,137.41568287037038,Female,OR,1991-06-06,,2012-01-29 00:00:00,2018-05-19 09:44:43,8.12,181.0,8214,2012,30.388237870988938
58184,Supringus,1226309,12,457,13,27,226,151.5888888888889,Male,IL,1994-04-03,,2012-04-01 00:00:00,2018-05-16 20:19:22,7.69,3.0,9214,2012,27.56269849961669
18740,Yuzulyn,2695541,4,17,0,0,0,7.863888888888889,Female,KS,1996-11-08,,2013-06-10 00:00:00,2014-08-07 17:07:00,0.0,0.0,535,2013,24.961669039535646
33702,sprouts,476425,1,8,1,0,3,1.85625,Male,CA,1992-10-21,,2011-04-19 00:00:00,2011-04-25 16:16:00,8.5,8.0,112,2011,29.011061220019712
90256,MarylandIzumiKun,5984505,11,175,11,24,17,38.04583333333333,Male,MD,1992-07-31,,2017-01-15 00:00:00,2018-05-23 17:03:04,7.18,6.0,2490,2017,29.23557113131092
97186,saya_angel,223715,5,5,2,0,0,3.2333333333333334,Female,CA,1996-07-29,,2009-08-20 00:00:00,2009-08-21 15:51:00,9.17,0.0,194,2009,25.24093746577593
92965,whitemeat,2845363,2,7,0,0,2,1.2305555555555556,Male,WI,1998-02-11,,2013-07-09 00:00:00,2013-08-21 16:52:00,8.38,12.0,70,2013,23.70222319570693
67978,avicide,135281,14,162,81,0,63,82.15868055555555,Male,FL,1986-09-02,,2009-01-15 00:00:00,2018-05-06 06:13:04,8.01,1.0,4821,2009,35.14675282006352
102182,dabakaguy,4214517,53,311,208,0,1246,57.02660879629629,Male,HI,1986-12-19,,2014-10-29 00:00:00,2018-05-24 10:07:19,7.38,2.0,3959,2014,34.85105683933852
6994,medea10,151733,10,883,12,0,34,216.9127893518518,Female,CA,1986-09-20,,2009-02-19 00:00:00,2018-05-19 01:57:28,7.04,0.0,13231,2009,35.097470156609354
107170,CanadianSnap,4328985,4,3,0,0,0,1.992361111111111,Male,MA,1997-03-18,,2014-12-17 00:00:00,2015-02-28 10:03:00,8.86,0.0,121,2014,24.605738692366664
103334,sketchinstiches,2567005,2,83,0,1,48,32.88611111111111,Male,FL,1990-06-01,,2013-05-14 00:00:00,2017-04-13 13:53:00,7.71,0.0,1900,2013,31.401270397546817
76488,Starrunner,2224021,6,286,28,50,97,90.91319444444444,Female,CA,1996-05-08,,2013-02-24 00:00:00,2018-03-26 19:10:54,8.31,0.0,5560,2013,25.465447377067132
68919,CaptainCassidy,4552416,11,48,3,7,257,8.704166666666667,Female,MI,1997-03-14,,2015-04-10 00:00:00,2018-05-10 19:40:31,5.11,2.0,490,2015,24.61669039535648
21624,jeeperscreeperz,155602,10,102,15,3,1,53.93819444444444,Female,IN,1988-04-16,,2009-03-02 00:00:00,2011-11-20 19:33:00,0.0,16.0,3355,2009,33.52590077757091
38338,quitearush,16145,7,36,5,10,36,12.31597222222222,Male,KS,1988-01-26,,2007-10-06 00:00:00,2008-11-29 23:49:00,7.72,6.0,704,2007,33.747672763114664
75545,Vatara,1841974,89,242,32,7,699,73.39201388888888,Female,CA,1989-06-15,,2012-12-01 00:00:00,2018-05-14 05:59:03,8.09,0.0,4287,2012,32.36228233490308
11270,keiichan,311436,12,647,29,48,368,136.14375,Female,NC,1995-04-20,,2010-04-02 00:00:00,2017-07-12 15:40:00,8.08,32.0,8724,2010,26.516810864089365
53174,exin,203265,13,500,24,94,70,127.29097222222222,Male,CA,1994-10-03,,2009-07-05 00:00:00,2018-05-12 11:03:33,8.11,397.0,7772,2009,27.061658087832658
16693,mercywings,5490,1,56,0,0,3,21.72222222222222,Female,MN,1990-05-14,,2007-06-10 00:00:00,2012-02-07 20:44:00,8.23,0.0,1336,2007,31.450553061000985
47732,ZakathKal,37860,0,3,0,1,1,3.602777777777778,Male,CO,1989-08-14,,2008-02-16 00:00:00,2009-06-14 20:44:00,8.75,9.0,223,2008,32.19800679005586
23206,ChibiMoses,31128,2,8,0,0,0,7.781944444444444,Female,FL,1989-06-01,,2008-01-12 00:00:00,2009-02-12 19:29:00,8.6,2.0,469,2008,32.40061329536743
63323,NeoDeath,4520059,11,372,0,0,50,116.02291666666666,Male,CA,1996-12-30,,2015-03-26 00:00:00,2018-04-08 02:10:53,8.3,0.0,7019,2015,24.819296900668053
71826,Reignashii,121939,4,4,0,0,0,6.915972222222222,Female,CA,1988-01-19,,2008-12-09 00:00:00,2011-12-04 15:18:00,9.33,0.0,425,2008,33.76683824334684
58741,Beabosaur,6014979,13,217,0,0,464,21.021527777777777,Male,TN,1998-07-17,,2017-01-28 00:00:00,2018-05-20 07:29:41,6.82,1.0,1793,2017,23.27510677910415
56439,phongter,481011,52,224,55,18,170,90.36319444444445,Male,NY,1991-12-24,,2011-04-30 00:00:00,2018-05-19 10:13:00,7.66,0.0,5434,2011,29.837914795750738
32749,Cyrus26,1383449,7,289,2,225,20,113.80972222222222,Male,NY,1989-09-26,,2012-07-07 00:00:00,2018-05-19 20:09:29,4.69,0.0,6928,2012,32.080275982915346
83544,Nisekoii,1344145,20,265,10,0,150,77.99722222222222,Female,CA,1994-10-18,,2012-06-13 00:00:00,2018-02-02 08:07:31,7.6,4.0,4575,2012,27.02058920162085
86070,Dark_Link313,3009449,6,583,0,0,0,230.81527777777777,Male,KY,1992-01-30,,2013-08-07 00:00:00,2018-05-13 03:49:55,8.54,6.0,13993,2013,29.736611543094952
51482,rachel42,69717,2,4,1,0,0,6.551388888888889,Female,TX,1991-06-11,,2008-06-19 00:00:00,2008-08-10 00:17:00,8.29,0.0,392,2008,30.37454824225167
23586,sseddie13,5311275,4,368,27,105,37,98.39082175925924,Male,LA,1986-01-22,,2016-04-03 00:00:00,2018-05-19 07:00:16,6.32,142.0,5836,2016,35.7573102617457
57353,kaie,100760,3,9,1,0,18,0.9180555555555556,Female,MA,1988-08-21,,2008-10-01 00:00:00,2008-11-23 20:02:00,8.54,8.0,36,2008,33.178184207644286
105928,P3NK,6153535,5,73,0,0,9,30.31875,Female,FL,2002-04-23,,2017-04-04 00:00:00,2017-11-10 09:56:00,7.95,0.0,1848,2017,19.50772095060782
97486,SilentDeath47,3793553,7,89,7,4,21,36.69861111111111,Male,TX,1999-05-19,,2014-05-22 00:00:00,2016-01-18 01:58:24,9.44,14.0,2182,2014,22.43730150038331
27979,Vegita93,1585757,2,123,1,0,5,45.47638888888889,Male,WV,1993-09-02,,2012-10-04 00:00:00,2016-03-25 16:55:00,7.74,0.0,2750,2012,28.145876683824333
101900,areudon,2780357,91,139,73,8,215,77.83819444444444,Male,NJ,1996-02-04,,2013-06-27 00:00:00,2018-05-19 05:53:52,7.84,32.0,4665,2013,25.722812397327786
59297,taintedhero,455805,2,69,0,1,5,21.006944444444443,Male,MO,1991-03-11,,2011-03-01 00:00:00,2017-07-31 20:13:00,8.43,29.0,1190,2011,30.626437411017413
19259,Maiker,5105528,52,74,28,5,36,21.74652777777778,Male,WA,1980-05-03,,2016-01-05 00:00:00,2018-05-12 01:50:12,7.21,9.0,1309,2016,41.479575073923996
64874,animegodess125,3450789,10,40,1,1,24,23.96875,Female,MO,1996-05-09,,2014-01-02 00:00:00,2016-12-29 13:03:00,8.13,0.0,1446,2014,25.46270945131968
78640,DasChels,318710,4,71,8,44,134,20.42708333333333,Female,NH,1991-12-18,,2010-04-19 00:00:00,2017-08-25 12:56:00,8.16,0.0,1224,2010,29.854342350235463
14552,Stilette,259111,3,369,3,11,34,84.61041666666667,Female,CA,1994-02-09,,2009-11-15 00:00:00,2018-04-25 04:52:45,7.71,15.0,5513,2009,27.707808564231737
